"AnimalID","Name","DateTime","OutcomeType","OutcomeSubtype","AnimalType","SexuponOutcome","AgeuponOutcome","Breed","Color"
19137,0.390963288358958,0.691913281166767,4,1,1,0.8,0.5,0.121102248005801,0.956164383561644
2224,0.259334797615312,0.00268253395305645,1,1,1,0.8,0.159090909090909,0.773023930384336,0.112328767123288
10065,0.44524631314716,0.324292435953906,5,14,0,0.4,0.454545454545455,0.464104423495286,0.871232876712329
26413,0,0.978246351070072,5,16,0,0.6,0.136363636363636,0.464104423495286,0.304109589041096
11812,0,0.38386472523506,5,14,1,0.6,0.454545454545455,0.0195794053662074,0.871232876712329
5245,0,0.131946641903184,5,16,0,0.4,0.75,0.464104423495286,0.0136986301369863
1443,0.418104800753059,0.331123595326953,1,8,1,0.8,0.136363636363636,0.240029006526468,0.342465753424658
21440,0.116096642610606,0.777723360307084,1,1,1,0.6,0.5,0.504713560551124,0.0684931506849315
12088,0.849388139315971,0.721670008570752,1,1,1,0.6,0.136363636363636,0.646120377084844,0.243835616438356
26328,0,0.97479419860292,5,16,0,0.6,0.136363636363636,0.464104423495286,0.284931506849315
11221,0.452620018826483,0.363379197720403,1,1,0,0.6,0.454545454545455,0.464104423495286,0.284931506849315
17443,0.227643551929714,0.634625995614447,1,1,1,0.8,0.5,0.697606961566352,0.871232876712329
13388,0.790555381236272,0.642192585902306,1,8,1,0.6,0.613636363636364,0.801305293691081,0.241095890410959
10464,0,0.388038792589401,1,8,0,0.8,0.454545454545455,0.464104423495286,0.808219178082192
21162,0,0.74644170696298,5,16,0,0.4,0.454545454545455,0.464104423495286,0.186301369863014
25712,0.180263570756197,0.941396094345053,4,1,1,0.6,0.5,0.773023930384336,0.356164383561644
194,0.451364919987449,0.0943275617245179,4,1,1,0.8,0.909090909090909,0.773023930384336,0.0273972602739726
18932,0.0564794477565108,0.683573892123018,4,1,1,0.4,0.704545454545455,0.169688179840464,0.235616438356164
22082,0.20112958895513,0.784668213324259,1,1,1,0.8,0.136363636363636,0.330674401740392,0.104109589041096
7588,0.579698776278632,0.321861936163006,5,14,1,0.8,0.863636363636364,0.326323422770123,0.375342465753425
18721,0,0.677998133198067,5,14,1,0.6,0.136363636363636,0.326323422770123,0.241095890410959
10406,0.551145277690618,0.331131545931437,5,14,1,0.8,0.613636363636364,0.614213197969543,0.619178082191781
20538,0.354251647317226,0.837277363197924,1,1,0,0.6,0.75,0.464104423495286,0.0136986301369863
16168,0.346250392218387,0.573902458803943,1,1,1,0.6,0.136363636363636,0.0906453952139231,0.241095890410959
2738,0.217132099152808,0.0220597472025798,5,14,1,0.2,0.840909090909091,0.503988397389413,0.312328767123288
11280,0.514590524003765,0.363290150950177,1,1,0,0.8,0.568181818181818,0.907179115300943,0.578082191780822
7171,0.764198305616567,0.23592862265318,4,1,1,0.8,0.5,0.468455402465555,0.243835616438356
4265,0,0.0874320024551467,1,1,1,0.6,0.659090909090909,0.264684554024656,0.241095890410959
7027,0.721524945089426,0.231527963071032,5,14,1,0.4,0.5,0.773023930384336,0.235616438356164
26442,0.582836523376216,0.976182374145906,1,1,0,0.8,0.454545454545455,0.907179115300943,0.813698630136986
4629,0.0691873235017258,0.11032894830994,1,1,1,0.8,0.5,0.326323422770123,0.350684931506849
23600,0,0.83705951663505,5,14,0,1,0.113636363636364,0.464104423495286,0.284931506849315
6664,0.555224348917477,0.352750829645578,1,8,1,0.8,0.704545454545455,0.646845540246555,0.104109589041096
4794,0,0.113834369827138,1,1,1,0.6,0.204545454545455,0.0783176214648296,0.205479452054795
16471,0.932381550047066,0.583014646603581,4,1,1,0.6,0.977272727272727,0.342277012327774,0.241095890410959
12937,0.27533730781299,0.487025408541811,5,14,1,0.8,0.0681818181818182,0.504713560551124,0.868493150684931
10590,0.16598682146219,0.343749155248274,1,1,0,0.6,0.840909090909091,0.464104423495286,0.602739726027397
2909,0.852055224348917,0.0243821187724903,4,1,1,0.6,0.136363636363636,0.113125453226976,0.841095890410959
24221,0.552871038594289,0.922372682995088,5,14,1,0.2,0.5,0.447425670775925,0.23013698630137
22675,0.176498274239096,0.813988452542047,5,14,1,0.6,0.704545454545455,0.326323422770123,0.358904109589041
22026,0,0.782228967868427,5,14,1,0.8,0.136363636363636,0.614213197969543,0.980821917808219
25577,0,0.939010117939267,3,17,0,0.2,0.136363636363636,0.461928934010152,0.810958904109589
22434,0.323344838406024,0.868279950324623,3,17,0,0.4,0.568181818181818,0.464104423495286,0.602739726027397
23968,0.286946972074051,0.883260479294241,1,8,0,0.2,0.0681818181818182,0.464104423495286,0.408219178082192
15190,0,0.517664653043571,5,14,1,0.2,0.431818181818182,0.773023930384336,0.920547945205479
9848,0.0740508315029809,0.324422030807002,4,1,1,0.6,0.613636363636364,0.326323422770123,0.104109589041096
6672,0,0.203874170553187,2,1,0,1,0.136363636363636,0.464104423495286,0.871232876712329
13331,0.312048948854722,0.434254066336664,4,1,1,0.6,0.136363636363636,0.118926758520667,0.901369863013699
5366,0,0.139968801828003,5,16,0,0.2,0.136363636363636,0.464104423495286,0.284931506849315
7616,0.696266080953875,0.246548245063072,1,1,1,0.8,0.454545454545455,0.203045685279188,0.791780821917808
20476,0,0.723543966047739,5,16,0,1,0.159090909090909,0.464104423495286,0.0136986301369863
16173,0,0.567887031451001,5,16,0,1,0.5,0.464104423495286,0.304109589041096
22687,0.861468465641669,0.824469734433909,5,14,1,0.4,0.613636363636364,0.222625090645395,0.983561643835616
25355,0.782240351427675,0.914097693847663,4,1,1,0.6,0.977272727272727,0.773023930384336,0.235616438356164
3342,0,0.047376062001994,1,1,1,0.6,0.613636363636364,0.180565627266135,0.104109589041096
13121,0,0.430615074664127,1,1,0,0.6,0.454545454545455,0.464104423495286,0.304109589041096
24143,0.50203953561343,0.863935740034315,5,14,1,0.4,0.909090909090909,0.989847715736041,0.0684931506849315
6223,0.289927831816756,0.197250521957184,1,1,1,0.8,0.136363636363636,0.839738941261784,0.791780821917808
19020,0,0.684873815956227,5,14,0,1,0.590909090909091,0.464104423495286,0.304109589041096
19383,0.410887982428616,0.781212880615313,1,1,1,0.6,1,0.0442349528643945,0.967123287671233
9537,0.186225290241607,0.362099150398405,1,8,1,0.8,0.0681818181818182,0.0536620739666425,0.920547945205479
1310,0.733291496705366,0.296637848375612,3,5,1,0.2,0.795454545454545,0.773023930384336,0.901369863013699
14684,0.0607154063382491,0.496196430814635,1,1,1,0.6,0.136363636363636,0.773023930384336,0.235616438356164
2595,0.772983997489802,0.0356139377276854,1,1,1,0.6,0.863636363636364,0.365482233502538,0.684931506849315
3546,0.881550047066206,0.0563936376082674,1,1,1,0.8,0.136363636363636,0.706308919506889,0.454794520547945
18308,0,0.664385903260225,5,14,0,1,0.545454545454545,0.464104423495286,0.284931506849315
8762,0.79494822717289,0.281979318887615,5,14,1,0.2,0.204545454545455,0.534445250181291,0.619178082191781
11299,0.526984625039222,0.596461503968147,1,8,0,0.8,0.886363636363636,0.464104423495286,0.591780821917808
10321,0,0.325389619372761,3,17,0,0.2,0.25,0.458303118201595,0.810958904109589
5994,0.353153435833072,0.188173316817278,1,1,1,0.8,0.181818181818182,0.614213197969543,0.0136986301369863
22662,0,0.801567223155977,5,14,0,0.4,0.590909090909091,0.464104423495286,0.284931506849315
9463,0.263570756197051,0.324410104900276,1,1,0,0.6,0.454545454545455,0.464104423495286,0.304109589041096
11659,0.856291182930656,0.381354719399316,5,14,1,0.2,0.5,0.773023930384336,0.104109589041096
10597,0,0.334598009486661,5,14,0,0.2,0.0909090909090909,0.464104423495286,0.810958904109589
15424,0.106526513962975,0.533727259283523,1,1,1,0.6,0.136363636363636,0.221899927483684,0.684931506849315
1637,0.323187951051145,0.549754882863744,4,1,1,0.2,0.704545454545455,0.773023930384336,0.876712328767123
13251,0.532005020395356,0.463042410114441,1,1,0,0.8,0.454545454545455,0.464104423495286,0.104109589041096
23161,0.842485095701286,0.824720973535618,5,14,1,0.8,0.5,0.264684554024656,0.761643835616438
2988,0.187009727016003,0.0381708521298874,1,1,0,0.6,0.659090909090909,0.464104423495286,0.284931506849315
592,0.265924066520238,0.166280532308871,5,14,1,0.6,0.613636363636364,0.0420594633792603,0.356164383561644
8360,0.723878255412614,0.342679798945114,1,1,0,0.8,0.136363636363636,0.464104423495286,0.591780821917808
4796,0,0.109045720746148,4,1,0,0.6,0.272727272727273,0.458303118201595,0.284931506849315
21921,0,0.776460009254504,5,14,1,0.8,0.704545454545455,0.901377810007252,0.454794520547945
16152,0,0.566742144405239,5,16,0,0.2,0.5,0.458303118201595,0.876712328767123
20949,0.189676812048949,0.750212678669959,4,1,1,0.6,0.954545454545455,0.326323422770123,0.901369863013699
6750,0.227643551929714,0.209915834900928,4,1,1,0.8,0.795454545454545,0.709209572153735,0.104109589041096
13630,0.333699403828051,0.451108552783268,5,16,0,0.2,0.931818181818182,0.464104423495286,0.284931506849315
8033,0,0.255616704538046,5,14,0,0.4,0.590909090909091,0.464104423495286,0.304109589041096
16322,0,0.583192740144033,5,16,0,1,0.5,0.464104423495286,0.104109589041096
10722,0.539378726074678,0.384898303818039,1,1,0,0.8,0.454545454545455,0.464104423495286,0.284931506849315
5889,0,0.167605103015982,1,1,1,0.6,0.454545454545455,0.645395213923133,0.750684931506849
20738,0.62692187009727,0.82224356517826,1,8,1,0.6,0.181818181818182,0.707759245830312,0.0136986301369863
6272,0.538751176655162,0.561396157949889,5,14,1,0.6,0.181818181818182,0.614213197969543,0.241095890410959
20919,0.240508315029809,0.747969813144893,5,14,1,0.6,0.136363636363636,0.405366207396664,0.241095890410959
9285,0,0.297891658702811,5,14,0,0.4,0.0681818181818182,0.464104423495286,0.235616438356164
22629,0.877627863194227,0.840781989654673,1,1,1,0.6,0.795454545454545,0.0536620739666425,0.904109589041096
20492,0,0.723934340727926,5,14,0,0.2,0.681818181818182,0.464104423495286,0.380821917808219
5782,0.817069344210857,0.166222492896135,1,1,0,0.8,0.5,0.464104423495286,0.797260273972603
2876,0.918261688107939,0.030146307023723,5,14,1,0.2,0.659090909090909,0.326323422770123,0.361643835616438
6900,0.0942893002823972,0.218895247605675,5,14,0,0.4,0.0681818181818182,0.464104423495286,0.0383561643835616
7967,0.419046124882335,0.326219662480938,1,1,0,0.6,0.568181818181818,0.464104423495286,0.104109589041096
2977,0.733291496705366,0.0462876242480716,5,14,0,0.8,0.568181818181818,0.464104423495286,0.810958904109589
26130,0,0.986046689129775,1,8,1,0.6,0.454545454545455,0.710659898477157,0.876712328767123
22881,0,0.816505613921827,5,14,1,0.4,0.5,0.588107324147933,0.841095890410959
11259,0,0.357631705738587,5,14,0,0.2,0.477272727272727,0.907179115300943,0.50958904109589
5396,0.383589582679636,0.252215435939595,5,14,1,0.8,0.863636363636364,0.773023930384336,0.104109589041096
3735,0.852055224348917,0.157142107514434,1,1,1,0.8,0.136363636363636,0.773023930384336,0.356164383561644
12983,0.994665829934107,0.430609509240988,4,1,1,0.4,0.136363636363636,0.773023930384336,0.791780821917808
14834,0.41998744901161,0.499637452435509,1,1,1,0.6,0.0681818181818182,0.504713560551124,0.0986301369863014
6265,0.0395356134295576,0.203012325027072,1,1,1,0.6,0.5,0.710659898477157,0.558904109589041
18499,0.886099780357703,0.715822338972432,1,8,0,0.8,0.0681818181818182,0.464104423495286,0.797260273972603
2286,0.687166614370882,0.00609493339778623,4,1,0,0.8,0.5,0.464104423495286,0.810958904109589
22347,0,0.790215350073066,5,14,0,1,0.818181818181818,0.464104423495286,0.104109589041096
8591,0,0.280634076608845,5,14,1,0.8,0.568181818181818,0.809282088469906,0.356164383561644
26577,0.451835582052087,0.993355679832338,5,14,1,0.8,0.613636363636364,0.180565627266135,0.104109589041096
5479,0.0906808911201757,0.214476301633213,1,8,0,0.6,0.568181818181818,0.464104423495286,0.591780821917808
1155,0.104173203639787,0.0103787190940127,3,2,1,0.4,0.5,0.773023930384336,0.235616438356164
8483,0.593975525572639,0.516801217396559,4,1,1,0.6,0.136363636363636,0.79042784626541,0.356164383561644
13225,0.403357389394415,0.44004687676404,1,1,1,0.8,0.568181818181818,0.0536620739666425,0.131506849315068
17522,0.453718230310637,0.650656004376013,1,1,0,0.6,0.454545454545455,0.464104423495286,0.0136986301369863
6557,0,0.203056848412185,5,14,1,0.8,0.5,0.222625090645395,0.96986301369863
7939,0.541418261688108,0.253229138011363,4,1,1,0.2,0.613636363636364,0.773023930384336,0.901369863013699
10574,0,0.333419729902064,3,17,0,0.2,0.681818181818182,0.464104423495286,0.602739726027397
5466,0.613586444932538,0.191654886521022,5,14,1,0.6,0.5,0.775199419869471,0.887671232876712
25862,0.614998431126451,0.961040447905254,1,1,1,0.8,0.136363636363636,0.645395213923133,0.104109589041096
1882,0.409632883589583,0.0689595679959547,1,8,0,0.8,0.954545454545455,0.464104423495286,0.871232876712329
15103,0.93551929714465,0.527111561292005,5,14,1,0.6,0.5,0.773023930384336,0.791780821917808
7266,0,0.232874000410251,1,1,1,0.6,0.613636363636364,0.405366207396664,0.131506849315068
12244,0.453404455600879,0.397610525328241,1,1,1,0.6,0.5,0.42422044960116,0.967123287671233
7411,0.530593034201443,0.242952186654751,4,1,1,0.8,0.704545454545455,0.326323422770123,0.871232876712329
19119,0.266551615939755,0.69182979981968,1,1,0,0.2,0.454545454545455,0.464104423495286,0.304109589041096
13312,0.532005020395356,0.544292022522472,1,1,0,0.8,0.659090909090909,0.463379260333575,0.887671232876712
24674,0,0.880864962163073,1,1,1,0.6,0.454545454545455,0.0536620739666425,0.901369863013699
19160,0.741920301223721,0.692996948557999,4,1,1,0.8,0.613636363636364,0.831036983321247,0.358904109589041
9253,0.287888296203326,0.307096868574918,5,14,1,0.6,0.136363636363636,0.326323422770123,0.452054794520548
11034,0.976153122058362,0.366768540412128,1,1,1,0.8,0.454545454545455,0.206671501087745,0.104109589041096
24724,0.997489802321933,0.877424735602648,4,1,1,0.8,0.136363636363636,0.0812182741116751,0.619178082191781
11739,0,0.376881709316359,5,14,0,0.2,0.590909090909091,0.464104423495286,0.46027397260274
19136,0,0.694231677434435,1,1,1,0.8,0.5,0.326323422770123,0.750684931506849
17625,0,0.639172946319109,5,14,0,1,0.727272727272727,0.907179115300943,0.871232876712329
503,0.916379039849388,0.80503925213434,3,17,1,0.8,0.909090909090909,0.893401015228426,0.0986301369863014
19692,0.892689049262629,0.709375988856433,1,1,0,0.6,0.454545454545455,0.464104423495286,0.876712328767123
25734,0.949639159083778,0.940227355485838,4,1,0,0.6,0.909090909090909,0.458303118201595,0.602739726027397
24805,0,0.886610864023992,1,1,0,0.8,0.568181818181818,0.464104423495286,0.810958904109589
25158,0.448854722309382,0.903580634235621,5,14,0,0.8,0.454545454545455,0.464104423495286,0.284931506849315
3122,0,0.0359367322697545,1,1,1,0.6,0.568181818181818,0.504713560551124,0.241095890410959
21486,0.668183244430499,0.8009669525174,5,14,0,0.6,0.454545454545455,0.464104423495286,0.591780821917808
19395,0,0.696066676949448,5,16,0,0.2,0.136363636363636,0.464104423495286,0.104109589041096
2312,0.612331346093505,7.31455612570224e-05,4,1,1,0.6,0.704545454545455,0.258883248730964,0.871232876712329
7942,0.454502667085033,0.258030508059528,1,1,1,0.6,0.454545454545455,0.554024655547498,0.871232876712329
1691,0.993410731095074,0.207548144885456,4,1,0,0.8,0.204545454545455,0.464104423495286,0.810958904109589
9514,0,0.303370420253052,5,16,0,0.8,0.5,0.464104423495286,0.284931506849315
5433,0.786946972074051,0.143283408837574,4,1,1,0.8,0.136363636363636,0.295141406816534,0.268493150684932
7557,0,0.239334661614323,5,14,0,0.4,0.113636363636364,0.464104423495286,0.0383561643835616
1226,0.990900533417007,0.106755946654624,1,1,1,0.8,0.863636363636364,0.791153009427121,0.791780821917808
16509,0.00737370567932225,0.629958195721621,5,14,0,0.8,0.613636363636364,0.464104423495286,0.797260273972603
25666,0,0.931294056287099,5,16,0,0.8,0.568181818181818,0.464104423495286,0.0136986301369863
24821,0.516630059617195,0.901429995722575,1,1,1,0.4,0.931818181818182,0.614213197969543,0.104109589041096
22378,0,0.790267029002215,5,14,0,1,0.113636363636364,0.464104423495286,0.0136986301369863
21001,0,0.744584445755411,1,1,1,0.6,0.659090909090909,0.0986221899927484,0.446575342465753
16128,0.919046124882335,0.565953444440381,4,1,1,0.8,0.909090909090909,0.588107324147933,0.876712328767123
10905,0,0.35297980705473,1,1,0,0.8,0.454545454545455,0.464104423495286,0.172602739726027
2640,0.327894571697521,0.0221734408467076,1,1,1,0.6,0.954545454545455,0.326323422770123,0.0986301369863014
8541,0.626451208032633,0.32085220939348,5,14,0,0.6,0.454545454545455,0.464104423495286,0.104109589041096
21073,0,0.743007045825694,5,16,0,0.4,0.136363636363636,0.464104423495286,0.172602739726027
11458,0.595073737056793,0.374754922616767,1,1,0,0.6,0.659090909090909,0.464104423495286,0.0136986301369863
21284,0.0887982428616254,0.754892404469512,1,1,1,0.6,0.454545454545455,0.155184916606236,0.619178082191781
14170,0.353624097897709,0.472111664649863,1,1,0,0.8,0.454545454545455,0.464104423495286,0.53972602739726
22191,0.651396297458425,0.790206604408133,1,1,1,0.6,0.454545454545455,0.645395213923133,0.841095890410959
12401,0,0.405671643215034,1,1,0,0.8,0.454545454545455,0.464104423495286,0.797260273972603
9860,0.545026670850329,0.312968389986691,4,1,1,0.2,0.863636363636364,0.326323422770123,0.241095890410959
15544,0.277847505491057,0.536136292442314,4,1,1,0.6,0.181818181818182,0.121102248005801,0.841095890410959
6067,0.922968308754314,0.550929982206547,1,8,0,0.8,0.5,0.907179115300943,0.813698630136986
9111,0,0.290938060020703,3,17,0,0.2,0.181818181818182,0.464104423495286,0.46027397260274
17317,0.385001568873549,0.626352596587919,4,1,1,0.8,0.954545454545455,0.533720087019579,0.512328767123288
6554,0,0.202901016564289,3,2,1,0.2,0.136363636363636,0.773023930384336,0.246575342465753
8281,0,0.260961895932948,5,16,0,0.2,0.704545454545455,0.464104423495286,0.457534246575342
10117,0.513335425164732,0.336953773595406,1,1,0,0.6,0.454545454545455,0.461928934010152,0.284931506849315
5756,0.802165045497333,0.540638719761864,4,1,1,0.6,0.5,0.295141406816534,0.268493150684932
12633,0,0.406718737825637,5,14,0,0.4,0.590909090909091,0.464104423495286,0.0136986301369863
23180,0.123784122999686,0.857788332646931,1,1,1,0.6,0.977272727272727,0.654822335025381,0.512328767123288
23173,0,0.819714477891754,5,16,0,1,0.840909090909091,0.464104423495286,0.0136986301369863
12575,0.140257295262002,0.420323812219443,1,1,1,0.6,0.136363636363636,0.453952139231327,0.871232876712329
25711,0.227643551929714,0.941396889405501,4,1,1,0.8,0.5,0.773023930384336,0.235616438356164
12248,0.785848760589897,0.398656029817947,5,14,1,0.2,0.568181818181818,0.620014503263234,0.967123287671233
18229,0,0.667628159768987,5,14,0,0.2,0.0681818181818182,0.464104423495286,0.0136986301369863
11061,0.598839033573894,0.353955346224973,4,1,1,0.8,0.795454545454545,0.222625090645395,0.506849315068493
15476,0.756824599937245,0.536157759074422,1,1,1,0.6,0.795454545454545,0.264684554024656,0.750684931506849
6637,0,0.204102352901891,5,16,0,0.2,0.568181818181818,0.464104423495286,0.797260273972603
8439,0,0.356199006810488,1,8,1,0.6,0.136363636363636,0.326323422770123,0.104109589041096
12143,0.239566990900533,0.397556461217746,1,1,1,0.6,0.136363636363636,0.326323422770123,0.841095890410959
17332,0.673360527141512,0.640260589012583,5,14,0,0.6,0.613636363636364,0.464104423495286,0.0136986301369863
16655,0.872136805773455,0.606097636603311,1,1,1,0.8,0.886363636363636,0.773023930384336,0.235616438356164
15686,0.735958581738312,0.548740385731527,1,1,1,0.8,0.704545454545455,0.326323422770123,0.750684931506849
2071,0.929243802949482,0.00486179464224665,1,8,0,0.6,0.568181818181818,0.464104423495286,0.591780821917808
23918,0.831189206149984,0.858828271713498,5,14,0,0.6,0.136363636363636,0.461928934010152,0.304109589041096
22915,0.927047379981173,0.862363905527737,1,1,0,0.6,0.454545454545455,0.464104423495286,0.284931506849315
8874,0.730310636962661,0.336973650106618,1,1,1,0.8,0.840909090909091,0.773023930384336,0.887671232876712
4875,0.441794791339818,0.235108120270384,1,1,1,0.8,0.136363636363636,0.773023930384336,0.356164383561644
21445,0.815971132726702,0.760410919042175,5,14,0,0.4,0.454545454545455,0.464104423495286,0.284931506849315
5106,0.724192030122372,0.128708360696664,1,1,1,0.6,0.840909090909091,0.773023930384336,0.112328767123288
17697,0.100878569187324,0.642428718855495,3,17,1,0.4,0.295454545454545,0.326323422770123,0.69041095890411
25658,0.201757138374647,0.961072250323192,1,1,0,0.6,0.454545454545455,0.464104423495286,0.304109589041096
15817,0.772356448070286,0.584052995549252,1,8,1,0.8,0.613636363636364,0.909354604786077,0.876712328767123
12516,0.367430185127079,0.428641734631084,1,1,1,0.8,0.5,0.614213197969543,0.0136986301369863
16847,0,0.603378529869626,5,16,0,1,0.136363636363636,0.464104423495286,0.936986301369863
6784,0.1289614057107,0.52372221860028,1,1,1,0.8,1,0.326323422770123,0.487671232876712
15316,0,0.524626997390612,5,14,0,0.4,0.113636363636364,0.464104423495286,0.104109589041096
9962,0,0.316050044284867,5,14,0,1,0.0909090909090909,0.461928934010152,0.871232876712329
1338,0.128333856291183,0.572731334763382,3,2,1,0.6,0.704545454545455,0.456127628716461,0.63013698630137
8904,0.20709130844054,0.315138905010948,1,1,1,0.8,0.136363636363636,0.308194343727339,0.282191780821918
21852,0.712268591151553,0.783520146036703,1,1,0,0.6,0.75,0.463379260333575,0.304109589041096
10226,0,0.325123274122532,5,16,0,0.4,0.568181818181818,0.464104423495286,0.0136986301369863
10358,0.512864763100094,0.374751742374973,1,1,0,0.8,0.704545454545455,0.464104423495286,0.408219178082192
18294,0.530279259491685,0.690777139785938,1,8,0,0.8,0.0681818181818182,0.907179115300943,0.712328767123288
812,0.176498274239096,0.616407185438309,4,1,1,0.8,0.909090909090909,0.868020304568528,0.358904109589041
14376,0.228114213994352,0.545426573782405,5,14,1,0.6,0.5,0.0442349528643945,0.791780821917808
20308,0.83197364292438,0.72174235907156,5,14,0,0.4,0.477272727272727,0.464104423495286,0.104109589041096
16791,0.433322874176341,0.60823634920963,5,14,0,0.6,0.863636363636364,0.464104423495286,0.287671232876712
21343,0,0.757262479666329,5,14,1,0.6,0.5,0.918781725888325,0.0136986301369863
10624,0.0873862566677126,0.339041602333025,5,14,1,0.8,0.659090909090909,0.773023930384336,0.104109589041096
12163,0,0.391892450583018,5,14,0,0.4,0.477272727272727,0.464104423495286,0.186301369863014
7913,0.916535927204267,0.470728259469567,4,1,1,0.6,0.136363636363636,0.112400290065265,0.841095890410959
25216,0.632099152808284,0.906938174509408,5,14,0,0.2,0.659090909090909,0.464104423495286,0.810958904109589
22232,0,0.786512753564654,5,16,0,1,0.5,0.464104423495286,0.104109589041096
12688,0,0.408909129361105,5,14,0,0.2,0.590909090909091,0.464104423495286,0.284931506849315
22548,0,0.801624467508265,5,14,1,1,0.113636363636364,0.326323422770123,0.901369863013699
20500,0.937401945403201,0.730696329841958,1,1,1,0.8,0.5,0.0906453952139231,0.0986301369863014
6692,0,0.268169913958558,1,8,0,0.6,0.454545454545455,0.461928934010152,0.284931506849315
7104,0.493410731095074,0.22342550204092,5,14,0,0.8,0.795454545454545,0.464104423495286,0.383561643835616
19496,0.0647944775651083,0.703080700225638,1,1,1,0.8,0.75,0.335750543872371,0.104109589041096
6181,0.788358958267964,0.326480442308029,1,1,1,0.6,0.5,0.491660623640319,0.619178082191781
17490,0.146219014747411,0.643638800858029,5,14,1,0.8,0.613636363636364,0.222625090645395,0.356164383561644
16480,0.68559774082209,0.588944207428091,1,1,1,0.8,0.704545454545455,0.180565627266135,0.876712328767123
3868,0.662378412299969,0.114936323608684,5,14,1,0.8,0.909090909090909,0.772298767222625,0.235616438356164
2244,0.790555381236272,0.00504783878718299,1,1,1,0.6,0.5,0.000725163161711385,0.104109589041096
20543,0,0.725980826322225,5,14,0,0.4,0.0681818181818182,0.458303118201595,0.871232876712329
18595,0.0632256040163163,0.987139102185939,1,8,1,0.6,1,0.848440899202321,0.876712328767123
8620,0,0.278594746558581,1,1,1,0.6,0.454545454545455,0.614213197969543,0.980821917808219
4008,0.571069971760276,0.158385582055804,1,13,1,0.6,0.704545454545455,0.326323422770123,0.901369863013699
24015,0.919046124882335,0.934652391621335,1,1,1,0.8,0.136363636363636,0.936185641769398,0.104109589041096
25613,0.61719485409476,0.924344432907234,4,1,1,0.6,0.931818181818182,0.504713560551124,0.312328767123288
25163,0,0.934966440498471,5,14,1,0.4,0.454545454545455,0.956490210297317,0.791780821917808
3375,0.411515531848133,0.0919956494292261,1,8,0,0.6,0.454545454545455,0.464104423495286,0.926027397260274
9656,0.283338562911829,0.363039706908916,1,8,0,0.8,0.454545454545455,0.464104423495286,0.0136986301369863
4578,0.911829306557891,0.217789318521887,5,14,1,0.6,0.977272727272727,0.295141406816534,0.0602739726027397
5545,0,0.148126122029058,4,1,1,0.8,0.5,0.142131979695431,0.0684931506849315
5906,0.0792281142139944,0.166394225952999,4,1,1,0.6,0.795454545454545,0.989847715736041,0.750684931506849
410,0.828522121117038,0.0162176430273994,3,17,1,0.8,0.363636363636364,0.374909354604786,0.901369863013699
10190,0.826639472858488,0.345958628234505,5,14,0,0.8,0.931818181818182,0.464104423495286,0.380821917808219
6856,0.662378412299969,0.221088024322489,1,1,1,0.8,0.954545454545455,0.264684554024656,0.750684931506849
2390,0.0760903671164104,0.0448978585841882,1,1,0,0.8,0.454545454545455,0.464104423495286,0.284931506849315
20968,0.937088170693442,0.744318100505181,5,14,1,0.6,0.5,0.659173313995649,0.104109589041096
16650,0,0.593074546457767,5,16,0,0.2,0.136363636363636,0.464104423495286,0.284931506849315
8666,0,0.279742018785688,1,1,1,0.6,0.0681818181818182,0.801305293691081,0.268493150684932
15509,0,0.532395533032376,5,16,0,1,0.613636363636364,0.464104423495286,0.0136986301369863
14801,0.227643551929714,0.50287016821889,4,1,1,0.8,0.613636363636364,0.627266134880348,0.356164383561644
16899,0.61719485409476,0.669081530268746,1,1,1,0.6,0.0681818181818182,0.627266134880348,0.926027397260274
7989,0.0142767492940069,0.263563333720263,5,14,0,0.2,0.25,0.464104423495286,0.304109589041096
7014,0.121744587386257,0.222242452093633,4,1,1,0.8,0.613636363636364,0.791153009427121,0.967123287671233
24575,0.410887982428616,0.872843597298703,4,1,1,0.6,0.272727272727273,0.533720087019579,0.512328767123288
21690,0.115625980545968,0.777759138027264,1,1,1,0.6,0.795454545454545,0.222625090645395,0.0273972602739726
4469,0.344681518669595,0.116113013072384,1,8,0,0.8,0.454545454545455,0.464104423495286,0.591780821917808
8315,0,0.264808398382529,5,14,0,0.4,0.590909090909091,0.464104423495286,0.284931506849315
11649,0,0.37472232513838,5,14,0,0.2,0.636363636363636,0.464104423495286,0.591780821917808
16894,0.0822089739566991,0.613836755008483,1,1,1,0.6,0.840909090909091,0.504713560551124,0.0684931506849315
22752,0,0.87357664303217,1,8,1,0.8,0.5,0.747643219724438,0.901369863013699
25025,0.733291496705366,0.901437151266611,1,1,1,0.8,0.75,0.823785351704133,0.619178082191781
10070,0.272042673360527,0.319590448461797,4,1,1,0.6,0.909090909090909,0.113125453226976,0.868493150684931
505,0.532161907750235,0.988281604050356,5,14,0,0.8,0.909090909090909,0.458303118201595,0.0136986301369863
2290,0.392061499843113,0.00147722231321247,5,14,1,0.2,0.136363636363636,0.326323422770123,0.446575342465753
18771,0,0.680038258308779,5,16,0,1,0.5,0.464104423495286,0.797260273972603
22171,0.747725133354252,0.794701081123198,4,1,1,0.2,0.136363636363636,0.773023930384336,0.104109589041096
23434,0.120646375902102,0.855619407743571,1,1,0,0.6,0.454545454545455,0.464104423495286,0.591780821917808
6324,0.901004079071227,0.188162185970999,4,1,1,0.8,0.704545454545455,0.896301667875272,0.70958904109589
